word,start,end
Wikimedia,456.8076279296875,457.3976279296875
that's,457.8576279296875,458.1076279296875
the,458.1076279296875,458.1976279296875
foundation,458.2376279296875,458.6676279296875
that,458.6676279296875,458.7976279296875
owns,458.8176279296875,459.0376279296875
Wikipedia,459.0576279296875,459.6776279296875
they,460.2476279296875,460.3476279296875
just,460.3676279296875,460.5476279296875
gave,460.5476279296875,460.6776279296875
him,460.6976279296875,460.8176279296875
the,460.8176279296875,460.8876279296875
finger,460.9076279296875,461.2576279296875
This,462.02762792968747,462.1776279296875
was,462.1776279296875,462.27762792968747
at,462.3176279296875,462.4176279296875
their,462.4176279296875,462.52762792968747
big,462.5476279296875,462.7076279296875
conference,462.7076279296875,463.1176279296875
in,463.1376279296875,463.2276279296875
London,463.2476279296875,463.7076279296875
It's,464.0676279296875,464.2276279296875
called,464.2276279296875,464.3776279296875
Wikimania,464.3976279296875,465.1776279296875
One,465.9576279296875,466.02762792968747
of,466.0676279296875,466.1376279296875
the,466.08762792968747,466.1376279296875
founders,466.1776279296875,466.6676279296875
Jimmy,466.7476279296875,466.9676279296875
Wales,467.02762792968747,467.2976279296875
was,467.3176279296875,467.4576279296875
there,467.4576279296875,467.7176279296875
I,468.1282279296875,468.2782279296875
soon,468.3182279296875,468.6082279296875
got,468.6082279296875,468.73822792968747
to,468.7782279296875,468.8882279296875
know,468.9282279296875,469.1582279296875
from,469.2182279296875,469.3982279296875
the,469.4382279296875,469.5382279296875
good,469.7182279296875,469.8782279296875
Wikipedians,469.9182279296875,470.54822792968747
out,470.6282279296875,470.79822792968747
there,470.79822792968747,471.0582279296875
that,471.6782279296875,471.9282279296875
Jimmy,471.9282279296875,472.1782279296875
Wales,472.1982279296875,472.79822792968747
and,472.8982279296875,473.2082279296875
many,473.3382279296875,473.5282279296875
of,473.54822792968747,473.6082279296875
the,473.6082279296875,473.6682279296875
delegates,473.6682279296875,474.3082279296875
were,474.3482279296875,474.5782279296875
mocking,474.6182279296875,474.9482279296875
me,474.98822792968747,475.23822792968747
by,475.5582279296875,475.9582279296875
printing,476.8682279296875,477.23822792968747
out,477.2582279296875,477.4282279296875
my,477.4682279296875,477.6982279296875
image,477.6982279296875,477.9682279296875
on,478.04822792968747,478.2682279296875
great,478.48822792968747,478.7182279296875
big,478.7182279296875,478.8682279296875
boards,478.9382279296875,479.4582279296875
that,479.5182279296875,479.6482279296875
it,479.6482279296875,479.6882279296875
was,479.8082279296875,479.8982279296875
placed,479.9382279296875,480.2182279296875
all,480.29822792968747,480.3982279296875
over,480.4982279296875,480.5982279296875
the,480.6382279296875,480.9682279296875
conference,481.4182279296875,481.9482279296875
facility,482.0082279296875,482.7082279296875
And,483.1782279296875,483.48822792968747
Jimmy,483.48822792968747,483.6782279296875
Wales,483.73822792968747,484.0782279296875
and,484.1182279296875,484.2082279296875
and,484.4582279296875,484.5682279296875
various,484.5682279296875,484.9282279296875
other,484.9682279296875,485.1182279296875
people,485.1182279296875,485.5282279296875
were,485.5282279296875,485.9182279296875
encouraging,485.9782279296875,486.8082279296875
the,486.8082279296875,486.8782279296875
delegates,486.8782279296875,487.48822792968747
to,487.5082279296875,487.6282279296875
take,487.6682279296875,488.0582279296875
selfies,488.4582279296875,489.1982279296875
with,489.5582279296875,489.6582279296875
my,489.6982279296875,489.8582279296875
selfie,489.9182279296875,490.3482279296875
That's,490.7368279296875,490.8568279296875
just,490.8968279296875,491.0368279296875
mean,491.1168279296875,491.3968279296875
There,491.1258279296875,491.2158279296875
was,491.2358279296875,491.3158279296875
quite,491.3558279296875,491.4558279296875
a,491.4958279296875,491.5258279296875
few,491.5658279296875,491.7158279296875
of,491.7558279296875,491.7958279296875
these,491.8558279296875,491.9658279296875
images,492.0058279296875,492.3158279296875
around,492.39582792968747,492.6858279296875
the,492.6858279296875,492.7558279296875
place,492.7958279296875,493.0658279296875
on,493.0858279296875,493.1758279296875
the,493.1958279296875,493.3158279296875
internet,493.3358279296875,493.7558279296875
but,493.7558279296875,493.89582792968747
but,493.9758279296875,494.1158279296875
the,494.1158279296875,494.1858279296875
one,494.1858279296875,494.4258279296875
with,494.4458279296875,494.5858279296875
with,494.6658279296875,494.8258279296875
Jimmy,494.8458279296875,495.0658279296875
Wales,495.1058279296875,495.4458279296875
is,495.4858279296875,495.6358279296875
particularly,495.6558279296875,496.3658279296875
odious,496.4058279296875,497.1158279296875
Um,497.7458279296875,498.1658279296875
Wait,497.9006279296875,498.0506279296875
I,498.0906279296875,498.14062792968747
wanna,498.1806279296875,498.3306279296875
look,498.39062792968747,498.5306279296875
that,498.5506279296875,498.6906279296875
up,498.7306279296875,498.8706279296875
really,498.89062792968747,499.0806279296875
fast,499.1206279296875,499.4706279296875
here,499.4906279296875,499.6606279296875
Hang,499.8506279296875,499.9806279296875
on,500.0606279296875,500.2306279296875
Yeah,500.71502792968755,500.9450279296875
Jimmy,500.6842279296875,500.9542279296875
Wales,501.0542279296875,501.4942279296875
oh,502.8142279296875,503.3942279296875
monkey,503.4542279296875,503.8242279296875
selfie,503.8642279296875,504.3742279296875
Jimmy,503.7568279296875,503.9468279296875
Wales,503.9868279296875,504.2168279296875
Wikimania,504.2568279296875,504.9568279296875
Uhuh,505.2168279296875,505.5668279296875
Here,505.3638279296875,505.4438279296875
we,505.4838279296875,505.5638279296875
go,505.6038279296875,505.7838279296875
Oh,505.8238279296875,505.9338279296875
yeah,506.0138279296875,506.13382792968747
Look,506.1738279296875,506.3038279296875
at,506.3238279296875,506.4138279296875
that,506.4338279296875,506.7638279296875
If,507.5838279296875,507.6938279296875
you,507.7138279296875,507.8038279296875
type,507.8438279296875,508.0838279296875
Jimmy,508.3738279296875,508.6538279296875
Wales,508.7338279296875,509.0238279296875
monkey,509.1038279296875,509.38382792968747
selfie,509.4838279296875,509.9638279296875
into,510.0238279296875,510.2638279296875
the,510.2638279296875,510.3438279296875
Google,510.38382792968747,510.7938279296875
you'll,511.2638279296875,511.3938279296875
find,511.4138279296875,511.5838279296875
a,511.6038279296875,511.6438279296875
photo,511.7038279296875,511.9538279296875
of,512.0338279296875,512.0938279296876
an,512.1338279296875,512.2238279296876
adult,512.2438279296875,512.5138279296875
male,512.5938279296876,512.7638279296875
human,512.8638279296875,513.2838279296875
holding,513.8138279296875,514.0538279296875
his,514.0538279296875,514.1738279296875
phone,514.2138279296876,514.4038279296875
up,514.4238279296875,514.5238279296875
in,514.5438279296875,514.6138279296875
one,514.6738279296875,514.8238279296876
hand,514.8638279296875,515.2138279296876
and,515.6138279296875,515.7138279296876
the,515.7138279296876,515.7738279296875
monkey,515.7738279296875,516.0138279296875
selfie,516.0538279296875,516.3238279296876
in,516.3438279296876,516.4238279296875
the,516.4438279296875,516.5138279296875
other,516.5538279296875,516.9138279296875
right,517.1738279296875,517.2938279296875
next,517.3138279296875,517.5138279296875
to,517.5138279296875,517.5738279296876
his,517.6138279296875,517.7538279296875
face,517.7938279296875,518.2438279296875
And,519.0338279296875,519.2938279296875
he's,519.3938279296875,519.5338279296875
got,519.5538279296875,519.6538279296875
his,519.6738279296875,519.7638279296875
lips,519.7838279296875,520.0638279296875
puckered,520.0838279296875,520.3838279296875
up,520.4438279296875,520.7238279296874
like,520.9538279296875,521.1038279296874
a,521.1238279296875,521.1738279296875
duck,521.2338279296875,521.5238279296875
He,522.5246279296875,522.5846279296875
looks,522.6246279296874,522.7946279296875
ridiculous,522.8346279296875,523.5246279296875
Now,524.4165279296875,524.5465279296875
is,524.5865279296875,524.6665279296875
he,524.7465279296875,524.9365279296875
is,525.0365279296875,525.1465279296875
that,525.1465279296875,525.2565279296875
face,525.3965279296875,525.6665279296875
he's,525.7065279296875,525.8665279296875
making,525.8665279296875,526.2865279296875
is,526.3265279296875,526.4365279296875
that,526.4365279296875,526.8365279296875
Well,528.3147279296875,528.4147279296875
it's,528.4547279296875,528.5847279296875
like,528.6047279296874,528.8247279296875
a,528.8247279296875,528.8547279296874
duck,528.9547279296875,529.1547279296875
face,529.1747279296875,529.4547279296875
And,528.8106279296875,528.9006279296875
he's,528.9406279296875,529.2106279296875
Why,529.5506279296875,529.7106279296875
why,529.9106279296875,530.0506279296875
is,530.0906279296875,530.2106279296875
I,529.5187279296875,529.5687279296875
don't,529.5687279296875,529.7487279296874
know,529.7487279296874,529.8887279296875
where,529.8887279296875,530.0787279296875
that,530.0787279296875,530.1787279296875
comes,530.2387279296875,530.5087279296876
from,530.5087279296876,530.7187279296875
I,531.0568279296875,531.1668279296875
don't,531.2268279296875,531.3268279296875
either,531.4268279296875,531.7368279296875
But,530.7160279296875,530.7960279296875
a,530.8160279296875,530.8560279296875
lot,530.755,530.891
of,530.9760279296875,531.0560279296875
people,531.0760279296875,531.3560279296875
seem,531.4160279296875,531.6360279296875
to,531.6560279296875,531.7360279296876
do,531.7560279296875,531.9160279296875
this,531.9160279296875,532.0860279296875
duck,532.1760279296875,532.3760279296876
lips,532.4160279296875,532.8760279296876
How,533.6195279296875,533.6895279296875
did,533.7295279296875,533.8095279296875
you,533.8695279296875,533.9495279296875
feel,533.9895279296875,534.1595279296874
when,534.2195279296875,534.3195279296875
you,534.3595279296875,534.4895279296875
saw,534.7795279296874,534.9595279296875
that,534.9595279296875,535.1095279296875
Jimmy,535.1495279296875,535.3895279296875
Wales,535.4095279296874,535.6695279296875
selfie,535.6895279296875,536.0495279296875
with,536.1095279296875,536.2495279296875
your,536.3795279296875,536.5495279296875
monkey,536.5895279296875,536.8395279296875
selfie,536.8795279296875,537.2295279296875
So,538.6080279296875,538.8080279296875
angry,538.8880279296875,539.2780279296875
David,546.7894279296875,547.0494279296875
was,547.1294279296875,547.2794279296875
fighting,547.2994279296875,547.6094279296875
Goliath,547.6094279296875,548.3494279296875
And,548.9394279296874,549.0394279296875
then,549.0394279296875,549.1994279296875
one,549.1994279296875,549.3994279296875
day,549.3994279296875,549.6994279296875
the,549.8394279296875,549.8994279296875
battle,549.9194279296875,550.1794279296874
took,550.2194279296875,550.3694279296875
on,550.4494279296875,550.6094279296875
epic,550.6494279296875,550.9394279296874
new,550.9994279296875,551.1694279296875
proportions,551.1694279296875,552.0594279296874
It,552.7394279296875,552.7694279296875
was,552.7794279296875,552.8794279296875
like,552.8794279296875,553.0594279296874
King,553.0794279296875,553.2494279296875
Kong,553.2694279296875,553.5394279296875
walked,553.5594279296874,553.7594279296875
onto,553.8394279296875,553.9994279296875
the,554.0394279296875,554.0894279296875
scene,554.1494279296875,554.5894279296875
and,554.6694279296875,554.7894279296875
now,554.7894279296875,554.9194279296875
David,554.9794279296875,555.2394279296875
had,555.2594279296875,555.3894279296875
to,555.3894279296875,555.4594279296875
battle,555.4794279296875,555.7294279296875
him,555.7894279296875,556.0094279296875
too,556.0494279296875,556.3694279296875
The,557.4994279296875,557.5794279296875
dispute,557.5994279296875,557.9394279296874
with,557.9794279296875,558.1194279296875
Wikimedia,558.1394279296875,558.8794279296875
had,558.8994279296875,559.0694279296875
generated,559.0894279296875,559.5994279296875
some,559.5994279296875,559.8194279296875
press,559.8394279296875,560.1094279296875
in,560.1494279296875,560.2294279296875
the,560.2294279296875,560.2894279296875
UK,560.3694279296875,560.8794279296875
And,561.7794279296875,561.8494279296875
one,561.8694279296875,562.0594279296874
day,562.0594279296874,562.3094279296874
David's,562.5594279296874,562.8094279296874
wife,562.8694279296875,563.0794279296875
was,563.1194279296875,563.1894279296874
online,563.2494279296875,563.8294279296875
There,564.2198279296875,564.3598279296875
it,564.3798279296875,564.4398279296875
was,564.4798279296875,564.7998279296875
Um,564.8598279296875,565.0898279296875
photographer,565.7098279296875,566.2998279296875
being,566.3598279296875,566.5798279296876
sued,566.6598279296875,566.9498279296874
by,566.9698279296875,567.1398279296875
a,567.1798279296875,567.2098279296875
monkey,567.3098279296875,567.7398279296875
Yeah,568.1398279296875,568.3598279296875
just,568.6998279296874,568.8298279296876
as,568.9298279296875,568.9798279296875
I,569.0198279296875,569.1298279296875
just,569.2298279296875,569.3998279296875
yeah,569.9398279296875,570.0898279296875
Yeah,570.6998279296874,570.8398279296875
You,568.0609279296875,568.1209279296875
found,568.1609279296875,568.3409279296875
out,568.4009279296874,568.5309279296876
the,568.5509279296875,568.6109279296875
monkey,568.6709279296875,568.9409279296875
was,568.9609279296875,569.1309279296875
suing,569.1909279296875,569.4509279296875
you,569.4909279296875,569.7609279296875
because,569.9609279296875,570.2409279296875
your,570.3009279296875,570.3909279296875
wife,570.4309279296875,570.7709279296874
found,570.8709279296875,571.1209279296875
it,571.1409279296875,571.2309279296875
online,571.2909279296875,571.6609279296875
Yeah,572.5210279296875,572.7610279296875
Hm,573.0996279296875,573.2196279296875
Just,573.5686279296875,573.7186279296875
as,573.7386279296875,573.8086279296875
I,573.8486279296875,573.8886279296875
found,573.9486279296875,574.1686279296875
out,574.2286279296875,574.3386279296875
Wikipedia,574.3586279296875,574.9786279296875
was,575.0186279296875,575.1886279296875
stealing,575.1886279296875,575.5686279296875
it,575.6286279296875,575.7686279296875
because,575.9086279296874,576.1786279296875
I,576.2386279296875,576.2686279296875
stumbled,576.3486279296875,576.7386279296875
across,576.7386279296875,577.0586279296875
it,577.1986279296875,577.3086279296875
I,577.3486279296875,577.4386279296875
also,577.4786279296875,577.6886279296875
stumbled,577.7486279296875,578.0886279296875
across,578.1086279296875,578.3786279296875
the,578.3786279296875,578.4386279296875
fact,578.4586279296875,578.6886279296875
that,578.6886279296875,578.7486279296875
I,578.7686279296875,578.8186279296875
was,578.8386279296875,578.9486279296875
being,578.9686279296875,579.0986279296875
sued,579.1386279296875,579.4086279296874
by,579.4286279296875,579.5886279296875
a,579.5886279296875,579.6186279296875
monkey,579.6386279296875,580.0486279296875
The,580.9219279296875,580.9719279296875
monkey,581.0119279296875,581.3019279296875
in,581.3819279296875,581.4519279296875
the,581.4519279296875,581.5119279296875
selfie,581.5319279296875,581.8619279296875
photos,581.9219279296875,582.4019279296875
was,582.4419279296875,582.5819279296875
suing,582.6019279296875,582.8219279296875
him,582.8419279296875,582.9619279296875
for,582.9819279296875,583.0719279296875
copyright,583.0919279296875,583.5419279296875
infringement,583.6019279296875,584.7119279296875
with,584.8319279296875,584.9219279296875
the,584.9219279296875,585.0119279296875
help,585.0319279296875,585.1619279296875
of,585.2219279296875,585.2819279296875
PETA,585.4019279296875,585.7919279296875
People,586.2319279296875,586.5719279296875
for,586.6119279296875,586.7219279296875
the,586.7219279296875,586.8119279296875
Ethical,586.8519279296875,587.1219279296874
Treatment,587.2019279296875,587.5119279296875
of,587.5519279296875,587.6119279296875
Animals,587.6319279296875,588.2019279296875
David,589.1019279296875,589.3319279296875
called,589.3519279296875,589.5219279296875
his,589.5419279296875,589.6519279296875
lawyers,589.6919279296875,590.0819279296875
and,590.1419279296875,590.2419279296874
said,590.3019279296875,590.6519279296875
Look,590.8593279296875,590.9993279296875
Have,591.0193279296875,591.1293279296875
you,591.1493279296875,591.1893279296875
seen,591.2493279296875,591.4993279296875
what's,591.5193279296875,591.6893279296875
happening,591.7293279296875,591.9993279296875
now,592.0793279296875,592.4193279296875
What,592.4393279296875,592.6293279296875
can,592.6493279296875,592.7693279296875
we,592.7693279296875,592.8693279296875
do,592.8893279296875,593.1293279296875
And,593.1893279296875,593.3193279296875
they,593.3193279296875,593.5193279296875
said,593.5793279296875,593.8893279296875
Dave,594.3293279296875,594.7393279296875
this,595.2193279296876,595.3793279296875
is,595.4593279296874,595.6193279296875
clearly,595.7093279296874,596.2893279296875
an,596.3293279296875,596.3893279296875
April,596.4093279296875,596.7093279296874
Fools',596.7093279296874,597.3793279296875
Somebody,597.4593279296874,597.9293279296875
is,597.9293279296875,598.0993279296875
having,598.1193279296875,598.4293279296875
you,598.4493279296875,598.6093279296875
on,598.6293279296875,598.8593279296875
They,599.7793279296875,599.8393279296874
said,599.8593279296875,600.0893279296874
just,600.1093279296875,600.3793279296875
sit,600.3993279296875,600.6293279296875
back,600.6493279296875,600.9693279296876
Let's,601.0293279296875,601.2293279296875
see,601.2093279296874,601.3693279296875
what,601.4093279296875,601.5493279296875
happens,601.5693279296875,602.0693279296875
But,602.0893279296874,602.2293279296875
do,602.3493279296875,602.5693279296875
not,602.5693279296875,602.7393279296875
respond,602.7593279296875,603.1493279296875
to,603.1693279296875,603.2693279296875
it,603.3093279296875,603.4793279296875
And,604.5893279296874,604.7893279296875
you,604.9993279296875,605.1293279296875
can't,605.1493279296875,605.3693279296875
you,605.5093279296875,605.6393279296875
know,605.6593279296875,605.8293279296875
you've,605.9293279296875,606.0993279296875
got,606.1193279296875,606.2493279296875
nothing,606.2693279296875,606.5093279296875
to,606.5493279296875,606.6293279296875
worry,606.6293279296875,606.7493279296875
about,606.7493279296875,606.9593279296874
until,606.9593279296874,607.1493279296875
you,607.2293279296875,607.2793279296875
get,607.2593279296875,607.3793279296875
served,607.4193279296875,607.6593279296875
papers,607.6593279296875,608.0693279296875
Let's,608.0893279296874,608.2893279296875
see,608.2893279296875,608.4493279296875
what,608.4493279296875,608.5493279296875
happens,608.5693279296875,608.9993279296875
Right,609.0978279296875,609.2778279296875
And,609.5268279296874,609.5968279296875
sure,609.6368279296875,609.8568279296875
enough,609.9168279296875,610.2868279296875
one,610.2868279296875,610.5868279296875
afternoon,611.0568279296875,611.6568279296876
I,611.6568279296876,611.7168279296875
was,611.7568279296875,611.9068279296876
at,611.9268279296875,611.9868279296875
home,612.0268279296874,612.3168279296875
And,612.3568279296875,612.5068279296875
there's,612.5068279296875,612.6368279296875
a,612.6768279296875,612.7068279296875
knock,612.7268279296875,612.9168279296875
at,612.9368279296875,612.9968279296875
the,612.9968279296875,613.0768279296875
door,613.1168279296875,613.4768279296875
And,614.3068279296875,614.4068279296876
a,614.4268279296875,614.4968279296875
and,614.6568279296876,614.7368279296875
a,614.7768279296874,614.8068279296875
man,614.8268279296875,614.9768279296875
in,615.0168279296875,615.1068279296875
a,615.1268279296875,615.1668279296875
black,615.1868279296875,615.4168279296875
suit,615.4968279296875,615.8868279296875
um,616.3668279296875,616.7468279296875
was,616.9968279296875,617.1068279296875
standing,617.1268279296875,617.4168279296875
in,617.4768279296875,617.6168279296875
my,617.6168279296875,617.8168279296875
porch,617.8568279296875,618.1968279296875
way,618.2568279296875,618.6268279296875
Or,618.7368279296875,618.8968279296874
I,618.9368279296875,619.0168279296875
opened,619.0368279296875,619.2768279296874
the,619.2768279296874,619.3368279296875
door,619.3968279296874,619.7468279296875
He,619.8068279296875,620.1768279296875
thrust,620.3868279296875,620.7568279296875
a,620.7568279296875,620.8268279296875
large,620.8268279296875,621.2468279296875
A4,621.3968279296874,621.8668279296875
sized,621.9068279296876,622.3368279296875
white,622.3768279296875,622.5668279296875
envelope,622.5668279296875,623.0268279296874
in,623.0268279296874,623.0968279296875
my,623.0968279296875,623.2268279296875
hand,623.2468279296875,623.5568279296875
And,624.1868279296875,624.2868279296875
says,624.3268279296875,624.5468279296875
I've,624.5868279296875,624.6968279296875
been,624.7168279296875,624.8068279296875
instructed,624.8268279296875,625.3868279296875
to,625.4268279296875,625.5968279296875
to,625.8468279296875,625.9468279296875
pass,625.9468279296875,626.2768279296874
these,626.2768279296874,626.5468279296875
to,626.5468279296875,626.6668279296875
you,626.6868279296875,626.9468279296875
So,627.6168279296875,627.7568279296875
I,627.8368279296875,627.9268279296875
said,628.0068279296875,628.2468279296875
what,628.3468279296875,628.4968279296875
are,628.5768279296875,628.7468279296875
they,628.7868279296875,629.0768279296875
And,629.6968279296875,629.8168279296875
I,629.8868279296875,629.9768279296875
opened,629.9968279296875,630.3668279296875
it,630.3868279296875,630.4668279296875
in,630.4668279296875,630.5968279296875
front,630.6568279296876,630.9168279296875
of,630.9368279296875,631.0268279296874
him,631.0468279296875,631.2468279296875
And,631.6468279296874,632.1568279296876
I,632.1768279296875,632.2768279296874
took,632.3568279296875,632.5068279296875
it,632.5668279296875,632.6368279296875
out,632.6368279296875,633.0268279296874
And,633.0668279296875,633.1768279296875
I,633.2368279296875,633.3468279296875
said,633.4068279296876,633.5968279296875
to,633.6368279296875,633.7268279296875
him,633.7468279296875,633.9768279296875
do,634.0568279296875,634.1068279296875
you,634.1468279296874,634.1968279296875
know,634.2568279296875,634.4268279296875
what,634.4268279296875,634.5968279296875
this,634.6368279296875,634.8068279296875
is,634.8868279296875,635.0968279296875
And,635.1168279296875,635.2168279296875
he,635.2368279296875,635.2768279296874
said,635.3568279296875,635.6068279296875
not,635.6268279296875,635.7568279296875
really,635.8368279296875,636.3368279296875
I,636.7968279296875,636.8368279296875
said,636.8768279296875,637.0268279296874
I'm,637.0668279296875,637.2068279296875
being,637.2268279296875,637.4568279296875
sued,637.5168279296875,637.8568279296875
by,637.8568279296875,638.0368279296875
a,638.0968279296875,638.1368279296875
monkey,638.2568279296875,638.7168279296875
And,638.7168279296875,638.7868279296875
I,638.8068279296875,638.8568279296875
showed,638.9368279296875,639.2268279296875
him,639.2668279296875,639.3968279296874
And,640.0168279296875,640.1368279296875
he,640.1568279296876,640.2168279296875
started,640.2768279296874,640.5668279296875
laughing,640.6468279296874,641.1168279296875
And,642.3750279296876,642.4850279296875
we,642.5050279296876,642.5450279296875
had,642.5850279296875,642.6450279296876
a,642.6850279296875,642.7550279296876
little,642.6550279296875,642.9150279296875
chat,642.9550279296875,643.4950279296876
Cause,643.5550279296875,643.6650279296875
he,643.7250279296875,643.7450279296876
was,643.7650279296876,643.8550279296875
just,643.8750279296876,644.0950279296875
he,644.2050279296875,644.2550279296876
was,644.2950279296875,644.3750279296876
a,644.3950279296876,644.4250279296875
local,644.4650279296875,644.7650279296876
uh,644.9850279296875,645.2150279296875
from,645.2550279296876,645.4150279296875
a,645.4350279296875,645.4650279296875
local,645.4850279296875,645.7650279296876
firm,645.7850279296875,646.1950279296875
down,646.2450279296876,646.4450279296875
the,646.4450279296875,646.5150279296876
road,646.5350279296875,646.6850279296875
from,646.7050279296875,646.8850279296876
me,646.9250279296875,647.1750279296875
Uhuh,647.3010279296875,647.6210279296876
And,647.7799279296875,647.8599279296875
he,647.8799279296875,647.9299279296876
went,647.9499279296875,648.0499279296874
on,648.0899279296875,648.1999279296875
his,648.1999279296875,648.3199279296875
merry,648.3399279296875,648.5399279296875
way,648.6199279296875,648.8899279296875
I've,649.7255279296875,649.8455279296875
read,649.8655279296875,650.0355279296875
the,650.0355279296875,650.0955279296875
complaint,650.1155279296875,650.6555279296875
It's,650.7255279296875,650.8155279296875
kind,650.8355279296875,651.0055279296874
of,651.0255279296875,651.1055279296875
weird,651.1055279296875,651.4555279296875
You,652.0255279296875,652.1155279296875
flip,652.1355279296874,652.3355279296875
through,652.3555279296875,652.4755279296875
pages,652.5555279296875,652.8655279296875
and,652.9255279296875,653.0155279296876
pages,653.0155279296876,653.3555279296875
of,653.4155279296875,653.4955279296875
legalese,653.5155279296876,654.0355279296875
about,654.1155279296875,654.3655279296875
copyright,654.3855279296874,654.7855279296875
law,654.8455279296875,655.1955279296875
And,655.6755279296875,655.7855279296875
then,655.7855279296875,655.8755279296875
at,655.8955279296875,655.9955279296875
the,655.9955279296875,656.0755279296875
end,656.1555279296875,656.5355279296875
when,656.5555279296875,656.7355279296875
you,656.7355279296875,656.7955279296875
get,656.8155279296875,656.9355279296875
to,656.9555279296875,657.0155279296876
the,657.0155279296876,657.0855279296875
exhibits,657.1055279296875,657.6755279296875
it's,658.0755279296875,658.1955279296875
just,658.2155279296875,658.3555279296875
a,658.3755279296875,658.4255279296875
bunch,658.4455279296875,658.6255279296875
of,658.6455279296875,658.7155279296875
monkey,658.7555279296874,658.9955279296875
selfies,659.0355279296875,659.5755279296875
grinning,660.1055279296875,660.5555279296875
serious,660.6555279296875,661.3055279296875
howling,661.4355279296875,662.0355279296875
monkey,662.2755279296875,662.5155279296876
selfies,662.5555279296875,663.0855279296876
like,663.8555279296876,664.0155279296876
a,664.0155279296876,664.0555279296875
legal,664.0955279296876,664.3455279296876
document,664.3855279296876,664.8255279296877
put,664.8255279296877,664.9855279296876
together,664.9855279296876,665.2955279296875
by,665.3155279296875,665.4655279296876
Curious,665.5055279296876,665.8455279296876
George,665.9055279296875,666.3155279296875
The,667.3755279296876,667.4855279296876
monkey,667.4855279296876,667.9455279296875
whose,668.3255279296877,668.4455279296875
name,668.4655279296876,668.6155279296876
is,668.6355279296876,668.7055279296877
Naruto,668.7055279296877,669.2655279296876
was,669.7655279296876,669.8855279296876
suing,669.8655279296876,670.1855279296875
David,670.1855279296875,670.5555279296875
through,670.6955279296875,670.8255279296877
his,670.8655279296876,671.0255279296875
next,671.0855279296876,671.3255279296877
friends,671.3855279296876,672.0055279296876
People,672.1655279296875,672.4655279296876
for,672.5055279296876,672.6055279296876
the,672.6255279296876,672.6955279296875
Ethical,672.7355279296876,673.0155279296876
Treatment,673.0555279296875,673.3455279296876
of,673.4055279296875,673.4655279296876
Animals,673.5055279296876,674.0855279296876
The,674.9355279296875,675.0155279296876
case,675.0355279296875,675.2955279296875
is,675.3155279296875,675.4755279296876
officially,675.4955279296876,675.8755279296876
called,675.8755279296876,676.2555279296876
Naruto,676.2955279296875,676.9155279296875
a,677.3055279296875,677.3655279296876
Crested,677.3855279296876,677.7455279296876
Macaque,677.7855279296875,678.4355279296875
by,678.6055279296876,678.7755279296875
and,678.8155279296875,678.9355279296875
through,678.9355279296875,679.0955279296876
his,679.1355279296876,679.2855279296875
Next,679.3455279296876,679.5955279296876
Friends,679.6355279296876,680.2055279296877
People,680.4155279296875,680.6355279296876
for,680.6755279296875,680.7955279296875
the,680.7955279296875,680.8455279296876
Ethical,680.8855279296876,681.1455279296875
Treatment,681.1855279296875,681.4555279296877
of,681.4955279296876,681.5555279296875
Animals,681.5755279296877,682.0655279296875
Inc,682.1655279296875,682.4755279296876
versus,683.2955279296875,683.8055279296875
David,684.2055279296877,684.4955279296876
John,684.4955279296876,684.7355279296876
Slater,684.7755279296875,685.2055279296877
an,685.3955279296875,685.5255279296875
Individual,685.5655279296875,686.1055279296876
In,687.4555279296877,687.5355279296875
legal,687.5555279296875,687.8255279296877
parlance,687.8255279296877,688.4155279296875
next,688.5755279296877,688.8355279296876
friend,688.8755279296876,689.2855279296875
is,689.3055279296875,689.4355279296875
a,689.4755279296876,689.5055279296876
status,689.5455279296875,689.9055279296875
like,689.9055279296875,690.0455279296875
guardian,690.0655279296875,690.6055279296876
When,690.8955279296875,690.9855279296876
someone,691.0055279296876,691.3055279296875
can't,691.4055279296875,691.5555279296875
represent,691.5955279296876,692.0155279296876
themselves,692.0155279296876,692.4355279296875
in,692.4555279296877,692.5555279296875
court,692.5755279296877,692.9855279296876
the,693.0455279296875,693.1255279296877
next,693.1255279296877,693.4355279296875
friend,693.4555279296876,693.7555279296877
can,693.7555279296877,693.9055279296875
step,693.9255279296875,694.1555279296875
in,694.1955279296875,694.3155279296875
for,694.3355279296876,694.5655279296875
them,694.5655279296875,694.8055279296875
That's,695.1323279296874,695.3623279296875
just,695.3423279296875,695.5423279296875
the,695.5423279296875,695.6023279296875
same,695.6023279296875,695.8823279296874
as,695.9223279296875,696.0223279296875
if,696.0423279296875,696.2123279296875
it,696.2723279296875,696.5923279296875
if,696.5923279296875,696.7223279296875
it,696.7423279296875,696.8023279296875
was,696.8023279296875,696.9323279296875
a,696.9323279296875,696.9623279296875
baby,696.9823279296875,697.3823279296874
or,697.5523279296875,697.8023279296875
um,697.8623279296875,698.2423279296875
a,698.5723279296875,698.6623279296875
disabled,698.6623279296875,699.2523279296875
adult,699.2523279296875,699.7423279296875
who,699.7423279296875,699.9123279296875
couldn't,699.9123279296875,700.2623279296874
speak,700.3823279296874,700.7623279296874
or,700.7823279296875,701.0123279296874
or,701.0923279296875,701.3223279296875
or,701.3223279296875,701.4723279296875
represent,701.4723279296875,701.9923279296875
itself,701.9923279296875,702.5423279296875
